customer_id,customer_state,signup_date
CUST_00331,SP,2022-03-27
CUST_00332,PR,2022-09-08
CUST_00333,SP,2022-06-29
CUST_00334,SP,2022-07-26
CUST_00335,SP,2022-12-10
CUST_00336,SP,2022-05-29
CUST_00337,BA,2022-03-12
CUST_00338,RS,2022-05-01
CUST_00339,RJ,2022-09-10
CUST_00340,SP,2022-04-03
CUST_00341,RJ,2022-09-13
CUST_00342,RJ,2022-09-11
CUST_00343,SP,2022-12-18
CUST_00344,RJ,2022-10-15
CUST_00345,SP,2022-11-05
CUST_00346,MG,2022-02-28
CUST_00347,MG,2022-03-10
CUST_00348,SP,2022-03-27
CUST_00349,SP,2022-10-01
CUST_00350,MG,2022-08-15
CUST_00351,RJ,2022-03-22
CUST_00352,BA,2022-04-24
CUST_00353,MG,2022-07-03
CUST_00354,SP,2022-10-07
CUST_00355,SP,2022-11-18
CUST_00356,MG,2022-11-14
CUST_00357,SP,2022-02-23
CUST_00358,MG,2022-07-16
CUST_00359,CE,2022-10-20
CUST_00360,MG,2022-10-20
CUST_00361,SP,2022-10-18
CUST_00362,MG,2022-06-29
CUST_00363,RJ,2022-08-10
CUST_00364,RJ,2022-10-01
CUST_00365,CE,2022-09-01
CUST_00366,SP,2022-06-03
CUST_00367,Other,2022-10-31
CUST_00368,ES,2022-09-30
CUST_00369,SP,2022-05-15
CUST_00370,SP,2022-11-09
CUST_00371,SP,2022-01-08
CUST_00372,SP,2022-05-08
CUST_00373,SP,2022-02-25
CUST_00374,RS,2022-05-06
CUST_00375,SP,2022-06-08
CUST_00376,SP,2022-02-28
CUST_00377,BA,2022-02-27
CUST_00378,SP,2022-05-20
CUST_00379,SC,2022-06-25
CUST_00380,SP,2022-04-18
CUST_00381,SP,2022-07-30
CUST_00382,RS,2022-03-15
CUST_00383,MG,2022-06-16
CUST_00384,GO,2022-12-23
CUST_00385,PR,2022-10-31
CUST_00386,SC,2022-08-21
CUST_00387,SP,2022-11-23
CUST_00388,SP,2022-07-01
CUST_00389,PR,2022-05-02
CUST_00390,SC,2022-11-30
CUST_00391,Other,2022-07-22
CUST_00392,SP,2022-01-29
CUST_00393,SP,2022-07-21
CUST_00394,PR,2022-04-03
CUST_00395,SP,2022-11-25
CUST_00396,PE,2022-12-22
CUST_00397,BA,2022-06-25
CUST_00398,RJ,2022-11-26
CUST_00399,PR,2022-07-30
CUST_00400,PR,2022-07-03
CUST_00401,SP,2022-04-05
CUST_00402,ES,2022-09-30
CUST_00403,RJ,2022-05-17
CUST_00404,SC,2022-08-25
CUST_00405,SP,2022-12-19
CUST_00406,GO,2022-09-22
CUST_00407,SP,2022-05-15
CUST_00408,SP,2022-05-24
CUST_00409,ES,2022-01-19
CUST_00410,SP,2022-08-19
CUST_00411,SP,2022-05-14
CUST_00412,CE,2022-04-24
CUST_00413,CE,2022-05-19
CUST_00414,MG,2022-05-05
CUST_00415,MG,2022-07-23
CUST_00416,RJ,2022-03-02
CUST_00417,SP,2022-09-07
CUST_00418,SP,2022-10-25
CUST_00419,RS,2022-01-13
CUST_00420,PR,2022-09-12
CUST_00421,SC,2022-03-26
CUST_00422,SC,2022-01-20
CUST_00423,SP,2022-02-19
CUST_00424,RJ,2022-06-13
CUST_00425,SP,2022-04-02
CUST_00426,RJ,2022-03-29
CUST_00427,RJ,2022-03-10
CUST_00428,GO,2022-02-06
CUST_00429,SP,2022-09-10
CUST_00430,SP,2022-09-09
CUST_00431,SP,2022-05-20
CUST_00432,PR,2022-12-21
CUST_00433,MG,2022-06-17
CUST_00434,SP,2022-02-23
CUST_00435,SP,2022-06-27
CUST_00436,RS,2022-10-24
CUST_00437,SP,2022-10-28
CUST_00438,SC,2022-12-25
CUST_00439,RS,2022-04-16
CUST_00440,SP,2022-05-17
CUST_00441,SP,2022-07-09
CUST_00442,Other,2022-05-08
CUST_00443,SP,2022-12-08
CUST_00444,SP,2022-02-16
CUST_00445,SC,2022-01-05
CUST_00446,CE,2022-09-14
CUST_00447,Other,2022-10-27
CUST_00448,PR,2022-05-30
CUST_00449,SP,2022-10-21
CUST_00450,SP,2022-08-31
CUST_00451,PR,2022-10-02
CUST_00452,MG,2022-07-27
CUST_00453,RJ,2022-04-25
CUST_00454,ES,2022-07-14
CUST_00455,SP,2022-12-09
CUST_00456,RJ,2022-06-19
CUST_00457,SP,2022-03-23
CUST_00458,RJ,2022-06-03
CUST_00459,SP,2022-05-21
CUST_00460,SP,2022-11-10
CUST_00461,SP,2022-05-26
CUST_00462,MG,2022-11-19
CUST_00463,PR,2022-05-02
CUST_00464,MG,2022-09-09
CUST_00465,Other,2022-12-09
CUST_00466,SP,2022-11-07
CUST_00467,SP,2022-03-30
CUST_00468,BA,2022-02-27
CUST_00469,SP,2022-03-04
CUST_00470,Other,2022-12-13
CUST_00471,SP,2022-11-04
CUST_00472,Other,2022-10-07
CUST_00473,SP,2022-03-13
CUST_00474,GO,2022-01-09
CUST_00475,RJ,2022-04-04
CUST_00476,Other,2022-12-05
CUST_00477,SP,2022-12-02
CUST_00478,MG,2022-06-01
CUST_00479,Other,2022-12-22
CUST_00480,RJ,2022-02-09
CUST_00481,MG,2022-12-25
CUST_00482,RS,2022-03-03
CUST_00483,RJ,2022-09-11
CUST_00484,MG,2022-03-10
CUST_00485,MG,2022-09-02
CUST_00486,ES,2022-12-31
CUST_00487,SP,2022-06-19
CUST_00488,SP,2022-06-27
CUST_00489,CE,2022-07-08
CUST_00490,GO,2022-09-17
CUST_00491,RJ,2022-03-13
CUST_00492,MG,2022-01-17
CUST_00493,SP,2022-12-07
CUST_00494,SP,2022-02-26
CUST_00495,RJ,2022-08-06
CUST_00496,SP,2022-04-17
CUST_00497,MG,2022-10-31
CUST_00498,SP,2022-06-22
CUST_00499,Other,2022-08-07
CUST_00500,Other,2022-09-04
CUST_00501,RS,2022-08-06
CUST_00502,RJ,2022-01-31
CUST_00503,SP,2022-02-16
CUST_00504,SC,2022-05-14
CUST_00505,RS,2022-04-18
CUST_00506,SP,2022-03-13
CUST_00507,ES,2022-11-23
CUST_00508,SC,2022-04-18
CUST_00509,CE,2022-11-05
CUST_00510,PR,2022-09-29
CUST_00511,MG,2022-06-20
CUST_00512,SP,2022-04-26
CUST_00513,PE,2022-11-25
CUST_00514,BA,2022-03-15
CUST_00515,SP,2022-09-13
CUST_00516,SP,2022-03-22
CUST_00517,SP,2022-09-25
CUST_00518,SC,2022-05-08
CUST_00519,Other,2022-11-22
CUST_00520,SP,2022-08-23
CUST_00521,MG,2022-02-10
CUST_00522,SP,2022-06-30
CUST_00523,Other,2022-06-06
CUST_00524,BA,2022-02-28
CUST_00525,BA,2022-12-11
CUST_00526,RJ,2022-09-06
CUST_00527,SP,2022-07-11
CUST_00528,SP,2022-01-24
CUST_00529,SP,2022-03-21
CUST_00530,BA,2022-05-14
CUST_00531,SC,2022-08-01
CUST_00532,Other,2022-12-14
CUST_00533,Other,2022-06-15
CUST_00534,MG,2022-12-14
CUST_00535,PR,2022-12-03
CUST_00536,CE,2022-03-12
CUST_00537,BA,2022-08-02
CUST_00538,SP,2022-03-06
CUST_00539,RJ,2022-08-09
CUST_00540,SP,2022-11-04
CUST_00541,CE,2022-10-13
CUST_00542,MG,2022-07-04
CUST_00543,SP,2022-07-26
CUST_00544,RS,2022-04-09
CUST_00545,MG,2022-08-30
CUST_00546,SP,2022-06-07
CUST_00547,SP,2022-04-08
CUST_00548,RS,2022-02-11
CUST_00549,RJ,2022-05-19
CUST_00550,PR,2022-10-10
CUST_00551,RJ,2022-08-15
CUST_00552,BA,2022-03-13
CUST_00553,MG,2022-08-31
CUST_00554,MG,2022-01-18
CUST_00555,GO,2022-03-18
CUST_00556,SP,2022-02-14
CUST_00557,SP,2022-12-09
CUST_00558,SP,2022-05-20
CUST_00559,PR,2022-06-26
CUST_00560,MG,2022-08-10
CUST_00561,RS,2022-04-02
CUST_00562,SP,2022-01-22
CUST_00563,SP,2022-06-21
CUST_00564,SP,2022-04-02
CUST_00565,SP,2022-07-11
CUST_00566,MG,2022-03-18
CUST_00567,SP,2022-10-08
CUST_00568,RJ,2022-12-30
CUST_00569,ES,2022-06-28
CUST_00570,SP,2022-08-26
CUST_00571,RJ,2022-05-15
CUST_00572,SC,2022-12-31
CUST_00573,SP,2022-10-07
CUST_00574,MG,2022-01-19
CUST_00575,BA,2022-03-24
CUST_00576,CE,2022-08-16
CUST_00577,SP,2022-09-22
CUST_00578,PE,2022-04-22
CUST_00579,RJ,2022-09-08
CUST_00580,SP,2022-06-13
CUST_00581,RJ,2022-12-24
CUST_00582,Other,2022-06-17
CUST_00583,RJ,2022-08-09
CUST_00584,SP,2022-10-31
CUST_00585,MG,2022-07-10
CUST_00586,SP,2022-11-21
CUST_00587,SP,2022-06-19
CUST_00588,SP,2022-02-14
CUST_00589,SP,2022-01-14
CUST_00590,SP,2022-08-19
CUST_00591,SP,2022-06-06
CUST_00592,MG,2022-05-14
CUST_00593,SP,2022-02-06
CUST_00594,SP,2022-02-22
CUST_00595,GO,2022-01-18
CUST_00596,RJ,2022-02-07
CUST_00597,RS,2022-07-06
CUST_00598,SP,2022-07-15
CUST_00599,SP,2022-08-31
CUST_00600,SP,2022-10-27
CUST_00601,SP,2022-10-30
CUST_00602,SP,2022-02-04
CUST_00603,SP,2022-08-03
CUST_00604,SP,2022-08-07
CUST_00605,SP,2022-11-12
CUST_00606,RJ,2022-03-31
CUST_00607,SP,2022-11-04
CUST_00608,SP,2022-09-09
CUST_00609,RJ,2022-01-08
CUST_00610,RS,2022-09-13
CUST_00611,SP,2022-12-29
CUST_00612,SC,2022-07-27
CUST_00613,MG,2022-05-11
CUST_00614,SP,2022-08-12
CUST_00615,GO,2022-07-16
CUST_00616,PE,2022-05-22
CUST_00617,SP,2022-09-09
CUST_00618,SP,2022-04-06
CUST_00619,SC,2022-01-26
CUST_00620,PR,2022-04-21
CUST_00621,SP,2022-05-03
CUST_00622,SP,2022-07-05
CUST_00623,SP,2022-06-17
CUST_00624,RJ,2022-02-20
CUST_00625,MG,2022-01-05
CUST_00626,SP,2022-03-18
CUST_00627,RJ,2022-06-09
CUST_00628,PR,2022-07-27
CUST_00629,SP,2022-09-14
CUST_00630,SP,2022-07-24
CUST_00631,RS,2022-09-12
CUST_00632,GO,2022-01-11
CUST_00633,RJ,2022-01-08
CUST_00634,RJ,2022-02-01
CUST_00635,SP,2022-01-28
CUST_00636,RJ,2022-07-25
CUST_00637,RJ,2022-08-16
CUST_00638,SP,2022-05-08
CUST_00639,SP,2022-09-12
CUST_00640,SP,2022-07-31
CUST_00641,SP,2022-08-27
CUST_00642,SP,2022-07-26
CUST_00643,SP,2022-11-14
CUST_00644,SP,2022-10-10
CUST_00645,SP,2022-09-02
CUST_00646,GO,2022-02-14
CUST_00647,MG,2022-04-15
CUST_00648,RS,2022-12-14
CUST_00649,SC,2022-10-08
CUST_00650,RJ,2022-08-22
CUST_00651,SP,2022-07-08
CUST_00652,RJ,2022-02-13
CUST_00653,MG,2022-08-13
CUST_00654,PR,2022-05-22
CUST_00655,RJ,2022-05-16
CUST_00656,SP,2022-06-25
CUST_00657,SP,2022-05-22
CUST_00658,SP,2022-03-21
CUST_00659,MG,2022-03-23
CUST_00660,MG,2022-05-15
CUST_00661,SP,2022-07-26
CUST_00662,Other,2022-12-10
CUST_00663,MG,2022-06-26
CUST_00664,SP,2022-08-31
CUST_00665,SP,2022-02-24
CUST_00666,SP,2022-05-21
CUST_00667,SP,2022-02-25
CUST_00668,SP,2022-01-15
CUST_00669,SP,2022-07-04
CUST_00670,SP,2022-11-10
CUST_00671,SP,2022-03-29
CUST_00672,GO,2022-04-07
CUST_00673,SP,2022-05-24
CUST_00674,RJ,2022-01-08
CUST_00675,SP,2022-08-03
CUST_00676,Other,2022-06-22
CUST_00677,SP,2022-08-11
CUST_00678,SP,2022-02-09
CUST_00679,Other,2022-07-01
CUST_00680,BA,2022-09-27
CUST_00681,SC,2022-07-06
CUST_00682,SP,2022-09-02
CUST_00683,SP,2022-11-05
CUST_00684,RS,2022-08-19
CUST_00685,PE,2022-06-04
CUST_00686,MG,2022-06-24
CUST_00687,MG,2022-12-02
CUST_00688,SP,2022-04-25
CUST_00689,PR,2022-11-07
CUST_00690,SP,2022-10-27
CUST_00691,SP,2022-01-18
CUST_00692,RJ,2022-09-29
CUST_00693,RJ,2022-01-12
CUST_00694,SP,2022-10-28
CUST_00695,SP,2022-07-11
CUST_00696,MG,2022-08-20
CUST_00697,SP,2022-04-03
CUST_00698,MG,2022-08-06
CUST_00699,SP,2022-10-05
CUST_00700,RJ,2022-12-19
CUST_00701,RJ,2022-10-30
CUST_00702,SP,2022-01-29
CUST_00703,SP,2022-10-28
CUST_00704,SP,2022-03-18
CUST_00705,SP,2022-01-09
CUST_00706,Other,2022-01-24
CUST_00707,SP,2022-01-15
CUST_00708,SC,2022-06-13
CUST_00709,SP,2022-01-13
CUST_00710,RS,2022-12-13
CUST_00711,PR,2022-06-21
CUST_00712,MG,2022-12-23
CUST_00713,RJ,2022-11-23
CUST_00714,SP,2022-07-19
CUST_00715,SP,2022-03-17
CUST_00716,PE,2022-06-13
CUST_00717,BA,2022-03-02
CUST_00718,Other,2022-09-02
CUST_00719,SP,2022-06-04
CUST_00720,PR,2022-09-14
CUST_00721,PE,2022-09-01
CUST_00722,SP,2022-06-11
CUST_00723,SP,2022-03-09
CUST_00724,PR,2022-12-10
CUST_00725,MG,2022-10-04
CUST_00726,BA,2022-06-10
CUST_00727,SP,2022-09-16
CUST_00728,SC,2022-11-03
CUST_00729,SP,2022-12-01
CUST_00730,SP,2022-04-05
CUST_00731,SP,2022-09-03
CUST_00732,SC,2022-08-09
CUST_00733,RS,2022-05-03
CUST_00734,RJ,2022-07-06
CUST_00735,SP,2022-09-19
CUST_00736,GO,2022-09-30
CUST_00737,SP,2022-03-01
CUST_00738,SC,2022-05-05
CUST_00739,RJ,2022-12-03
CUST_00740,SP,2022-12-07
CUST_00741,RJ,2022-02-20
CUST_00742,SP,2022-06-27
CUST_00743,PR,2022-05-19
CUST_00744,RJ,2022-11-23
CUST_00745,SP,2022-06-19
CUST_00746,GO,2022-02-08
CUST_00747,SP,2022-03-10
CUST_00748,RJ,2022-08-24
CUST_00749,ES,2022-02-17
CUST_00750,MG,2022-02-26
CUST_00751,SP,2022-10-04
CUST_00752,PE,2022-12-04
CUST_00753,MG,2022-04-09
CUST_00754,SP,2022-01-15
CUST_00755,SP,2022-11-21
CUST_00756,SC,2022-06-28
CUST_00757,MG,2022-11-28
CUST_00758,RJ,2022-03-03
CUST_00759,GO,2022-04-29
CUST_00760,SC,2022-02-06
CUST_00761,SP,2022-05-14
CUST_00762,SP,2022-01-26
CUST_00763,SP,2022-01-08
CUST_00764,PR,2022-01-04
CUST_00765,SP,2022-01-21
CUST_00766,MG,2022-05-29
CUST_00767,PR,2022-01-25
CUST_00768,GO,2022-05-23
CUST_00769,SP,2022-09-02
CUST_00770,SC,2022-02-12
CUST_00771,SP,2022-10-20
CUST_00772,BA,2022-07-04
CUST_00773,SP,2022-02-11
CUST_00774,SP,2022-04-02
CUST_00775,SC,2022-11-13
CUST_00776,SP,2022-11-20
CUST_00777,SP,2022-02-22
CUST_00778,PR,2022-03-25
CUST_00779,PR,2022-02-03
CUST_00780,MG,2022-03-17
CUST_00781,RS,2022-12-19
CUST_00782,RJ,2022-07-16
CUST_00783,SP,2022-10-13
CUST_00784,SP,2022-03-29
CUST_00785,SP,2022-08-23
CUST_00786,ES,2022-08-20
CUST_00787,MG,2022-01-07
CUST_00788,SP,2022-10-19
CUST_00789,RJ,2022-02-07
CUST_00790,CE,2022-02-21
CUST_00791,SP,2022-05-23
CUST_00792,MG,2022-08-09
CUST_00793,RJ,2022-08-28
CUST_00794,MG,2022-05-23
CUST_00795,SP,2022-12-15
CUST_00796,GO,2022-12-29
CUST_00797,PE,2022-02-18
CUST_00798,MG,2022-10-04
CUST_00799,RS,2022-09-28
CUST_00800,PE,2022-01-14
CUST_00801,RS,2022-10-25
CUST_00802,SP,2022-01-15
CUST_00803,MG,2022-08-22
CUST_00804,MG,2022-03-04
CUST_00805,RJ,2022-07-15
CUST_00806,PR,2022-01-27
CUST_00807,PE,2022-04-03
CUST_00808,PE,2022-04-15
CUST_00809,RJ,2022-11-05
CUST_00810,SP,2022-02-21
CUST_00811,Other,2022-11-15
CUST_00812,BA,2022-06-30
CUST_00813,SP,2022-02-26
CUST_00814,PE,2022-04-30
CUST_00815,BA,2022-11-04
