order_id,customer_id,order_date,delivery_date,category,product_price,quantity,revenue,freight_value,total_value,payment_type,review_score,delivery_days,order_status,year,month,quarter,year_month
ORD_000018,CUST_00295,2022-01-03,2022-01-07,Sports & Leisure,5.97,1,5.97,28.43,34.4,credit_card,3,4,delivered,2022,1,Q1,2022-01
ORD_000019,CUST_03510,2022-01-03,2022-01-21,Sports & Leisure,48.41,1,48.41,18.46,66.87,credit_card,3,18,delivered,2022,1,Q1,2022-01
ORD_000020,CUST_06054,2022-01-03,2022-01-05,Furniture & Decor,324.3,1,324.3,23.3,347.6,boleto,4,2,delivered,2022,1,Q1,2022-01
ORD_000021,CUST_01248,2022-01-03,2022-01-07,Watches & Gifts,190.81,1,190.81,21.62,212.43,boleto,5,4,delivered,2022,1,Q1,2022-01
ORD_000022,CUST_06352,2022-01-03,2022-01-08,Health & Beauty,5.0,2,10.0,26.82,36.82,credit_card,5,5,shipped,2022,1,Q1,2022-01
ORD_000023,CUST_02316,2022-01-03,2022-01-08,Electronics,240.76,2,481.52,23.72,505.24,credit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000024,CUST_07340,2022-01-04,2022-01-14,Health & Beauty,25.85,1,25.85,34.98,60.83,credit_card,5,10,delivered,2022,1,Q1,2022-01
ORD_000025,CUST_00260,2022-01-04,2022-01-09,Health & Beauty,30.05,1,30.05,6.83,36.88,credit_card,4,5,delivered,2022,1,Q1,2022-01
ORD_000026,CUST_00354,2022-01-04,2022-01-15,Books,13.37,1,13.37,9.92,23.29,credit_card,4,11,delivered,2022,1,Q1,2022-01
ORD_000027,CUST_00546,2022-01-04,2022-01-07,Health & Beauty,20.38,1,20.38,17.88,38.26,credit_card,3,3,delivered,2022,1,Q1,2022-01
ORD_000028,CUST_06011,2022-01-04,2022-01-07,Watches & Gifts,192.86,1,192.86,33.64,226.5,credit_card,5,3,delivered,2022,1,Q1,2022-01
ORD_000029,CUST_04165,2022-01-04,2022-01-05,Auto,5.0,1,5.0,44.9,49.9,credit_card,2,1,delivered,2022,1,Q1,2022-01
ORD_000030,CUST_02447,2022-01-05,2022-01-08,Sports & Leisure,135.75,3,407.25,6.22,413.47,credit_card,2,3,delivered,2022,1,Q1,2022-01
ORD_000031,CUST_05549,2022-01-05,2022-01-11,Sports & Leisure,164.52,1,164.52,42.29,206.81,credit_card,3,6,delivered,2022,1,Q1,2022-01
ORD_000032,CUST_03817,2022-01-05,2022-01-09,Electronics,769.78,1,769.78,25.42,795.2,voucher,2,4,delivered,2022,1,Q1,2022-01
ORD_000033,CUST_04189,2022-01-05,2022-01-06,Electronics,279.25,2,558.51,34.63,593.14,credit_card,4,1,delivered,2022,1,Q1,2022-01
ORD_000034,CUST_02887,2022-01-05,2022-01-17,Computers,939.49,1,939.49,6.65,946.14,debit_card,4,12,delivered,2022,1,Q1,2022-01
ORD_000035,CUST_00526,2022-01-05,2022-01-11,Watches & Gifts,230.26,1,230.26,12.06,242.32,credit_card,5,6,delivered,2022,1,Q1,2022-01
ORD_000036,CUST_05212,2022-01-05,2022-01-07,Furniture & Decor,168.21,2,336.41,15.68,352.09,credit_card,4,2,processing,2022,1,Q1,2022-01
ORD_000037,CUST_00662,2022-01-05,2022-02-09,Electronics,183.06,1,183.06,30.18,213.24,credit_card,5,35,delivered,2022,1,Q1,2022-01
ORD_000038,CUST_00521,2022-01-06,2022-01-07,Housewares,65.25,1,65.25,16.39,81.64,boleto,4,1,delivered,2022,1,Q1,2022-01
ORD_000039,CUST_00614,2022-01-06,2022-01-09,Electronics,385.63,1,385.63,27.37,413.0,credit_card,5,3,delivered,2022,1,Q1,2022-01
ORD_000040,CUST_04701,2022-01-06,2022-01-19,Health & Beauty,40.61,2,81.23,20.92,102.15,credit_card,5,13,delivered,2022,1,Q1,2022-01
ORD_000041,CUST_02940,2022-01-06,2022-01-11,Furniture & Decor,327.46,1,327.46,17.65,345.11,credit_card,4,5,delivered,2022,1,Q1,2022-01
ORD_000042,CUST_06741,2022-01-06,2022-01-09,Toys & Baby,41.99,1,41.99,30.47,72.46,credit_card,3,3,processing,2022,1,Q1,2022-01
ORD_000043,CUST_01171,2022-01-06,2022-01-08,Health & Beauty,42.68,1,42.68,35.03,77.71,credit_card,5,2,delivered,2022,1,Q1,2022-01
ORD_000044,CUST_03350,2022-01-06,2022-01-28,Housewares,123.15,1,123.15,8.59,131.74,boleto,4,22,delivered,2022,1,Q1,2022-01
ORD_000045,CUST_05485,2022-01-06,2022-01-07,Electronics,240.61,1,240.61,16.74,257.35,boleto,5,1,delivered,2022,1,Q1,2022-01
ORD_000046,CUST_04391,2022-01-06,2022-01-24,Electronics,531.88,1,531.88,19.36,551.24,credit_card,4,18,processing,2022,1,Q1,2022-01
ORD_000047,CUST_06259,2022-01-07,2022-01-31,Electronics,332.62,1,332.62,5.65,338.27,credit_card,5,24,delivered,2022,1,Q1,2022-01
ORD_000048,CUST_04332,2022-01-07,2022-01-11,Furniture & Decor,174.77,3,524.31,6.39,530.7,credit_card,5,4,delivered,2022,1,Q1,2022-01
ORD_000049,CUST_03317,2022-01-07,2022-01-14,Auto,120.45,2,240.9,37.99,278.89,credit_card,5,7,delivered,2022,1,Q1,2022-01
ORD_000050,CUST_07368,2022-01-07,2022-01-10,Sports & Leisure,95.8,1,95.8,29.46,125.26,credit_card,4,3,delivered,2022,1,Q1,2022-01
ORD_000051,CUST_01795,2022-01-07,2022-01-08,Books,16.22,1,16.22,27.19,43.41,boleto,4,1,delivered,2022,1,Q1,2022-01
ORD_000052,CUST_07178,2022-01-07,2022-01-12,Housewares,62.55,1,62.55,12.51,75.06,credit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000053,CUST_01176,2022-01-08,2022-01-28,Housewares,51.89,2,103.78,9.6,113.38,credit_card,4,20,delivered,2022,1,Q1,2022-01
ORD_000054,CUST_04237,2022-01-08,2022-01-29,Computers,750.97,1,750.97,16.11,767.08,credit_card,5,21,delivered,2022,1,Q1,2022-01
ORD_000055,CUST_01081,2022-01-08,2022-02-07,Health & Beauty,56.33,1,56.33,23.33,79.66,boleto,5,30,shipped,2022,1,Q1,2022-01
ORD_000056,CUST_01927,2022-01-08,2022-01-19,Auto,156.44,1,156.44,27.69,184.13,voucher,4,11,delivered,2022,1,Q1,2022-01
ORD_000057,CUST_06495,2022-01-08,2022-01-12,Housewares,53.29,1,53.29,35.39,88.68,credit_card,5,4,delivered,2022,1,Q1,2022-01
ORD_000058,CUST_04920,2022-01-08,2022-01-10,Housewares,10.86,2,21.71,35.15,56.86,credit_card,5,2,delivered,2022,1,Q1,2022-01
ORD_000059,CUST_05064,2022-01-09,2022-01-28,Health & Beauty,32.68,1,32.68,34.01,66.69,credit_card,5,19,delivered,2022,1,Q1,2022-01
ORD_000060,CUST_00679,2022-01-09,2022-01-18,Toys & Baby,5.0,1,5.0,23.09,28.09,credit_card,5,9,delivered,2022,1,Q1,2022-01
ORD_000061,CUST_02558,2022-01-09,2022-01-14,Health & Beauty,47.13,1,47.13,42.82,89.95,credit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000062,CUST_03744,2022-01-10,2022-01-21,Sports & Leisure,71.25,1,71.25,7.59,78.84,credit_card,5,11,delivered,2022,1,Q1,2022-01
ORD_000063,CUST_05813,2022-01-10,2022-01-11,Housewares,11.6,1,11.6,21.21,32.81,credit_card,5,1,delivered,2022,1,Q1,2022-01
ORD_000064,CUST_02050,2022-01-10,2022-02-19,Auto,102.73,1,102.73,29.16,131.89,credit_card,5,40,delivered,2022,1,Q1,2022-01
ORD_000065,CUST_06804,2022-01-10,2022-01-11,Housewares,84.42,1,84.42,23.54,107.96,credit_card,2,1,delivered,2022,1,Q1,2022-01
ORD_000066,CUST_00719,2022-01-10,2022-01-13,Health & Beauty,22.02,1,22.02,26.92,48.94,boleto,1,3,delivered,2022,1,Q1,2022-01
ORD_000067,CUST_06057,2022-01-10,2022-01-13,Toys & Baby,64.71,1,64.71,40.39,105.1,credit_card,1,3,delivered,2022,1,Q1,2022-01
ORD_000068,CUST_01621,2022-01-10,2022-01-19,Watches & Gifts,106.15,1,106.15,35.43,141.58,credit_card,5,9,shipped,2022,1,Q1,2022-01
ORD_000069,CUST_04271,2022-01-10,2022-01-16,Health & Beauty,5.0,1,5.0,24.29,29.29,credit_card,3,6,delivered,2022,1,Q1,2022-01
ORD_000070,CUST_03831,2022-01-10,2022-01-16,Furniture & Decor,146.56,2,293.12,32.81,325.93,credit_card,4,6,delivered,2022,1,Q1,2022-01
ORD_000071,CUST_05886,2022-01-10,2022-01-11,Electronics,384.33,1,384.33,23.72,408.05,boleto,4,1,delivered,2022,1,Q1,2022-01
ORD_000072,CUST_00824,2022-01-10,2022-01-12,Auto,189.9,1,189.9,27.63,217.53,credit_card,5,2,delivered,2022,1,Q1,2022-01
ORD_000073,CUST_05306,2022-01-11,2022-01-24,Sports & Leisure,123.48,1,123.48,27.23,150.71,credit_card,5,13,shipped,2022,1,Q1,2022-01
ORD_000074,CUST_07375,2022-01-11,2022-01-12,Health & Beauty,25.65,1,25.65,14.26,39.91,credit_card,1,1,delivered,2022,1,Q1,2022-01
ORD_000075,CUST_06174,2022-01-11,2022-01-22,Health & Beauty,54.01,1,54.01,36.22,90.23,voucher,5,11,delivered,2022,1,Q1,2022-01
ORD_000076,CUST_03152,2022-01-11,2022-01-18,Electronics,296.28,1,296.28,5.53,301.81,credit_card,5,7,delivered,2022,1,Q1,2022-01
ORD_000077,CUST_02870,2022-01-11,2022-01-16,Furniture & Decor,71.2,1,71.2,36.64,107.84,credit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000078,CUST_04494,2022-01-12,2022-01-16,Books,12.89,2,25.78,15.73,41.51,credit_card,3,4,delivered,2022,1,Q1,2022-01
ORD_000079,CUST_05242,2022-01-12,2022-01-16,Health & Beauty,42.25,1,42.25,30.49,72.74,boleto,3,4,delivered,2022,1,Q1,2022-01
ORD_000080,CUST_06048,2022-01-13,2022-01-17,Health & Beauty,60.67,1,60.67,38.45,99.12,voucher,5,4,delivered,2022,1,Q1,2022-01
ORD_000081,CUST_03634,2022-01-13,2022-02-02,Electronics,170.7,1,170.7,19.9,190.6,credit_card,2,20,delivered,2022,1,Q1,2022-01
ORD_000082,CUST_07316,2022-01-13,2022-01-15,Electronics,320.69,1,320.69,27.81,348.5,boleto,4,2,delivered,2022,1,Q1,2022-01
ORD_000083,CUST_00458,2022-01-13,2022-01-14,Housewares,61.62,2,123.25,38.28,161.53,credit_card,5,1,delivered,2022,1,Q1,2022-01
ORD_000084,CUST_07383,2022-01-13,2022-01-16,Electronics,214.08,1,214.08,41.77,255.85,credit_card,5,3,shipped,2022,1,Q1,2022-01
ORD_000085,CUST_05366,2022-01-13,2022-01-15,Furniture & Decor,151.66,1,151.66,15.17,166.83,credit_card,5,2,delivered,2022,1,Q1,2022-01
ORD_000086,CUST_05374,2022-01-13,2022-01-25,Books,28.39,1,28.39,44.9,73.29,credit_card,5,12,delivered,2022,1,Q1,2022-01
ORD_000087,CUST_00126,2022-01-13,2022-01-21,Health & Beauty,47.57,1,47.57,34.13,81.7,credit_card,4,8,delivered,2022,1,Q1,2022-01
ORD_000088,CUST_02167,2022-01-13,2022-02-09,Auto,45.93,1,45.93,42.06,87.99,boleto,5,27,delivered,2022,1,Q1,2022-01
ORD_000089,CUST_00391,2022-01-14,2022-01-27,Furniture & Decor,5.0,3,15.0,14.76,29.76,credit_card,5,13,delivered,2022,1,Q1,2022-01
ORD_000090,CUST_00511,2022-01-14,2022-01-23,Housewares,27.87,1,27.87,43.64,71.51,credit_card,5,9,delivered,2022,1,Q1,2022-01
ORD_000091,CUST_00228,2022-01-14,2022-01-20,Health & Beauty,42.56,1,42.56,21.29,63.85,credit_card,5,6,delivered,2022,1,Q1,2022-01
ORD_000092,CUST_07683,2022-01-14,2022-01-29,Sports & Leisure,96.12,1,96.12,35.85,131.97,credit_card,5,15,delivered,2022,1,Q1,2022-01
ORD_000093,CUST_02595,2022-01-14,2022-01-25,Electronics,443.28,1,443.28,20.91,464.19,credit_card,2,11,delivered,2022,1,Q1,2022-01
ORD_000094,CUST_03327,2022-01-14,2022-01-19,Sports & Leisure,5.0,1,5.0,19.63,24.63,credit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000095,CUST_00051,2022-01-14,2022-01-20,Sports & Leisure,29.97,1,29.97,10.94,40.91,voucher,5,6,delivered,2022,1,Q1,2022-01
ORD_000096,CUST_04325,2022-01-14,2022-01-15,Electronics,265.77,1,265.77,9.93,275.7,credit_card,4,1,delivered,2022,1,Q1,2022-01
ORD_000097,CUST_04700,2022-01-14,2022-01-24,Health & Beauty,28.56,1,28.56,14.47,43.03,boleto,4,10,delivered,2022,1,Q1,2022-01
ORD_000098,CUST_00442,2022-01-14,2022-01-21,Health & Beauty,31.06,1,31.06,10.19,41.25,voucher,5,7,shipped,2022,1,Q1,2022-01
ORD_000099,CUST_04830,2022-01-14,2022-02-10,Computers,1025.06,1,1025.06,16.17,1041.23,credit_card,5,27,delivered,2022,1,Q1,2022-01
ORD_000100,CUST_00435,2022-01-15,2022-01-31,Sports & Leisure,64.51,1,64.51,16.4,80.91,credit_card,5,16,delivered,2022,1,Q1,2022-01
ORD_000101,CUST_06388,2022-01-15,2022-01-18,Furniture & Decor,185.28,3,555.85,23.25,579.1,credit_card,5,3,delivered,2022,1,Q1,2022-01
ORD_000102,CUST_07461,2022-01-15,2022-02-11,Sports & Leisure,92.28,1,92.28,32.23,124.51,credit_card,4,27,delivered,2022,1,Q1,2022-01
ORD_000103,CUST_00558,2022-01-16,2022-01-27,Auto,106.52,1,106.52,12.05,118.57,credit_card,5,11,delivered,2022,1,Q1,2022-01
ORD_000104,CUST_04042,2022-01-16,2022-01-29,Watches & Gifts,135.96,2,271.93,24.04,295.97,credit_card,2,13,delivered,2022,1,Q1,2022-01
ORD_000105,CUST_05786,2022-01-16,2022-01-26,Furniture & Decor,189.78,1,189.78,14.89,204.67,credit_card,4,10,delivered,2022,1,Q1,2022-01
ORD_000106,CUST_05805,2022-01-16,2022-01-26,Health & Beauty,38.13,2,76.26,29.0,105.26,debit_card,3,10,delivered,2022,1,Q1,2022-01
ORD_000107,CUST_05488,2022-01-16,2022-01-23,Sports & Leisure,126.44,2,252.88,28.96,281.84,boleto,4,7,delivered,2022,1,Q1,2022-01
ORD_000108,CUST_02306,2022-01-16,2022-01-20,Watches & Gifts,134.1,3,402.29,29.95,432.24,credit_card,5,4,delivered,2022,1,Q1,2022-01
ORD_000109,CUST_04724,2022-01-16,2022-01-19,Housewares,85.37,1,85.37,29.81,115.18,credit_card,4,3,delivered,2022,1,Q1,2022-01
ORD_000110,CUST_05894,2022-01-16,2022-01-20,Auto,180.16,2,360.33,28.0,388.33,debit_card,1,4,delivered,2022,1,Q1,2022-01
ORD_000111,CUST_04322,2022-01-16,2022-01-31,Toys & Baby,32.9,1,32.9,40.81,73.71,credit_card,1,15,delivered,2022,1,Q1,2022-01
ORD_000112,CUST_03156,2022-01-16,2022-01-18,Auto,215.04,1,215.04,6.51,221.55,boleto,4,2,delivered,2022,1,Q1,2022-01
ORD_000113,CUST_04219,2022-01-17,2022-02-09,Sports & Leisure,59.78,3,179.33,24.57,203.9,credit_card,4,23,delivered,2022,1,Q1,2022-01
ORD_000114,CUST_01534,2022-01-17,2022-01-20,Electronics,433.23,1,433.23,8.59,441.82,boleto,5,3,delivered,2022,1,Q1,2022-01
ORD_000115,CUST_07237,2022-01-17,2022-01-23,Computers,557.38,2,1114.76,20.02,1134.78,credit_card,4,6,delivered,2022,1,Q1,2022-01
ORD_000116,CUST_05292,2022-01-17,2022-01-20,Health & Beauty,41.48,1,41.48,6.77,48.25,credit_card,4,3,delivered,2022,1,Q1,2022-01
ORD_000117,CUST_03263,2022-01-17,2022-01-23,Electronics,247.04,3,741.12,14.91,756.03,credit_card,5,6,delivered,2022,1,Q1,2022-01
ORD_000118,CUST_04867,2022-01-17,2022-01-26,Electronics,420.31,1,420.31,13.14,433.45,credit_card,5,9,delivered,2022,1,Q1,2022-01
ORD_000119,CUST_04226,2022-01-17,2022-01-20,Electronics,367.1,1,367.1,34.29,401.39,credit_card,4,3,delivered,2022,1,Q1,2022-01
ORD_000120,CUST_02123,2022-01-17,2022-01-19,Electronics,648.0,1,648.0,38.22,686.22,credit_card,4,2,delivered,2022,1,Q1,2022-01
ORD_000121,CUST_04881,2022-01-17,2022-01-25,Watches & Gifts,52.96,1,52.96,17.37,70.33,credit_card,4,8,delivered,2022,1,Q1,2022-01
ORD_000122,CUST_00236,2022-01-18,2022-01-19,Housewares,38.79,1,38.79,33.49,72.28,credit_card,5,1,processing,2022,1,Q1,2022-01
ORD_000123,CUST_03180,2022-01-18,2022-02-03,Health & Beauty,14.49,1,14.49,27.72,42.21,boleto,4,16,delivered,2022,1,Q1,2022-01
ORD_000124,CUST_07263,2022-01-18,2022-01-25,Health & Beauty,29.71,1,29.71,42.32,72.03,credit_card,5,7,delivered,2022,1,Q1,2022-01
ORD_000125,CUST_05654,2022-01-18,2022-02-03,Computers,382.95,1,382.95,7.22,390.17,boleto,5,16,delivered,2022,1,Q1,2022-01
ORD_000126,CUST_03482,2022-01-18,2022-01-20,Computers,1314.54,1,1314.54,13.34,1327.88,credit_card,4,2,delivered,2022,1,Q1,2022-01
ORD_000127,CUST_05013,2022-01-18,2022-02-02,Auto,171.74,1,171.74,37.14,208.88,credit_card,5,15,delivered,2022,1,Q1,2022-01
ORD_000128,CUST_04610,2022-01-18,2022-01-25,Health & Beauty,37.79,1,37.79,24.12,61.91,credit_card,4,7,delivered,2022,1,Q1,2022-01
ORD_000129,CUST_04575,2022-01-18,2022-01-23,Housewares,21.11,1,21.11,17.12,38.23,credit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000130,CUST_04534,2022-01-19,2022-02-07,Health & Beauty,87.94,2,175.88,43.69,219.57,credit_card,4,19,delivered,2022,1,Q1,2022-01
ORD_000131,CUST_03462,2022-01-19,2022-01-26,Health & Beauty,34.18,1,34.18,17.68,51.86,credit_card,5,7,delivered,2022,1,Q1,2022-01
ORD_000132,CUST_05897,2022-01-19,2022-02-02,Auto,81.3,1,81.3,8.39,89.69,credit_card,5,14,delivered,2022,1,Q1,2022-01
ORD_000133,CUST_06652,2022-01-19,2022-02-03,Furniture & Decor,175.05,1,175.05,28.06,203.11,credit_card,3,15,delivered,2022,1,Q1,2022-01
ORD_000134,CUST_03845,2022-01-19,2022-01-24,Health & Beauty,69.34,1,69.34,11.58,80.92,credit_card,1,5,delivered,2022,1,Q1,2022-01
ORD_000135,CUST_05119,2022-01-19,2022-01-21,Computers,755.8,1,755.8,30.39,786.19,boleto,5,2,delivered,2022,1,Q1,2022-01
ORD_000136,CUST_02416,2022-01-19,2022-02-06,Electronics,524.34,2,1048.68,29.24,1077.92,credit_card,4,18,canceled,2022,1,Q1,2022-01
ORD_000137,CUST_03619,2022-01-19,2022-01-23,Health & Beauty,30.64,1,30.64,44.88,75.52,credit_card,5,4,delivered,2022,1,Q1,2022-01
ORD_000138,CUST_07732,2022-01-19,2022-01-28,Sports & Leisure,12.3,1,12.3,10.53,22.83,voucher,5,9,delivered,2022,1,Q1,2022-01
ORD_000139,CUST_07118,2022-01-19,2022-02-04,Toys & Baby,6.66,3,19.99,10.5,30.49,credit_card,4,16,delivered,2022,1,Q1,2022-01
ORD_000140,CUST_01898,2022-01-19,2022-01-30,Health & Beauty,72.73,1,72.73,6.75,79.48,credit_card,3,11,delivered,2022,1,Q1,2022-01
ORD_000141,CUST_07161,2022-01-20,2022-01-24,Furniture & Decor,101.06,1,101.06,23.87,124.93,voucher,5,4,delivered,2022,1,Q1,2022-01
ORD_000142,CUST_02245,2022-01-20,2022-01-23,Furniture & Decor,254.09,1,254.09,27.88,281.97,boleto,3,3,delivered,2022,1,Q1,2022-01
ORD_000143,CUST_03513,2022-01-20,2022-01-31,Computers,720.69,1,720.69,11.46,732.15,credit_card,1,11,delivered,2022,1,Q1,2022-01
ORD_000144,CUST_02076,2022-01-20,2022-01-23,Sports & Leisure,143.84,1,143.84,23.23,167.07,credit_card,4,3,delivered,2022,1,Q1,2022-01
ORD_000145,CUST_01209,2022-01-20,2022-01-25,Sports & Leisure,118.07,3,354.21,26.84,381.05,debit_card,5,5,delivered,2022,1,Q1,2022-01
ORD_000146,CUST_03421,2022-01-21,2022-01-22,Housewares,79.97,2,159.93,40.68,200.61,credit_card,4,1,delivered,2022,1,Q1,2022-01
ORD_000147,CUST_02847,2022-01-21,2022-01-26,Furniture & Decor,301.55,1,301.55,30.56,332.11,voucher,5,5,delivered,2022,1,Q1,2022-01
ORD_000148,CUST_00497,2022-01-21,2022-01-27,Toys & Baby,43.21,1,43.21,32.35,75.56,credit_card,5,6,delivered,2022,1,Q1,2022-01
ORD_000149,CUST_05556,2022-01-21,2022-01-26,Housewares,72.57,1,72.57,12.21,84.78,credit_card,5,5,shipped,2022,1,Q1,2022-01
ORD_000150,CUST_07966,2022-01-21,2022-01-24,Auto,38.9,2,77.79,5.69,83.48,credit_card,5,3,delivered,2022,1,Q1,2022-01
ORD_000151,CUST_03223,2022-01-21,2022-02-04,Toys & Baby,33.65,2,67.31,31.0,98.31,credit_card,5,14,delivered,2022,1,Q1,2022-01
ORD_000152,CUST_01683,2022-01-21,2022-01-27,Housewares,24.66,1,24.66,37.14,61.8,boleto,5,6,delivered,2022,1,Q1,2022-01
ORD_000153,CUST_00149,2022-01-21,2022-01-27,Computers,943.25,1,943.25,38.61,981.86,credit_card,5,6,delivered,2022,1,Q1,2022-01
ORD_000154,CUST_04379,2022-01-21,2022-01-23,Books,21.72,1,21.72,6.24,27.96,credit_card,4,2,delivered,2022,1,Q1,2022-01
ORD_000155,CUST_07710,2022-01-21,2022-01-23,Computers,700.01,1,700.01,19.83,719.84,credit_card,4,2,delivered,2022,1,Q1,2022-01
ORD_000156,CUST_06151,2022-01-21,2022-02-09,Watches & Gifts,29.5,1,29.5,42.32,71.82,boleto,4,19,delivered,2022,1,Q1,2022-01
ORD_000157,CUST_03332,2022-01-22,2022-02-04,Sports & Leisure,12.59,1,12.59,39.47,52.06,credit_card,5,13,delivered,2022,1,Q1,2022-01
ORD_000158,CUST_07845,2022-01-22,2022-01-26,Watches & Gifts,70.93,1,70.93,38.24,109.17,credit_card,5,4,delivered,2022,1,Q1,2022-01
ORD_000159,CUST_01146,2022-01-22,2022-01-24,Toys & Baby,36.64,1,36.64,10.82,47.46,boleto,5,2,delivered,2022,1,Q1,2022-01
ORD_000160,CUST_07984,2022-01-22,2022-02-03,Electronics,258.31,1,258.31,24.77,283.08,credit_card,5,12,delivered,2022,1,Q1,2022-01
ORD_000161,CUST_02559,2022-01-22,2022-01-28,Electronics,653.42,1,653.42,27.12,680.54,debit_card,4,6,delivered,2022,1,Q1,2022-01
ORD_000162,CUST_02740,2022-01-23,2022-01-28,Sports & Leisure,54.92,1,54.92,21.46,76.38,credit_card,4,5,delivered,2022,1,Q1,2022-01
ORD_000163,CUST_03837,2022-01-23,2022-02-03,Books,31.23,1,31.23,29.54,60.77,credit_card,4,11,delivered,2022,1,Q1,2022-01
ORD_000164,CUST_04418,2022-01-23,2022-01-30,Health & Beauty,25.41,1,25.41,38.63,64.04,credit_card,5,7,processing,2022,1,Q1,2022-01
ORD_000165,CUST_07269,2022-01-23,2022-02-03,Electronics,131.48,1,131.48,16.99,148.47,voucher,5,11,delivered,2022,1,Q1,2022-01
ORD_000166,CUST_07006,2022-01-23,2022-01-25,Sports & Leisure,83.47,1,83.47,12.84,96.31,credit_card,4,2,delivered,2022,1,Q1,2022-01
ORD_000167,CUST_05387,2022-01-24,2022-01-26,Toys & Baby,45.61,1,45.61,41.12,86.73,boleto,5,2,delivered,2022,1,Q1,2022-01
ORD_000168,CUST_02833,2022-01-24,2022-01-25,Toys & Baby,36.29,1,36.29,9.08,45.37,credit_card,4,1,delivered,2022,1,Q1,2022-01
ORD_000169,CUST_04186,2022-01-24,2022-01-27,Sports & Leisure,72.31,1,72.31,7.89,80.2,credit_card,5,3,delivered,2022,1,Q1,2022-01
ORD_000170,CUST_04379,2022-01-24,2022-02-09,Housewares,32.71,1,32.71,6.1,38.81,boleto,4,16,delivered,2022,1,Q1,2022-01
ORD_000171,CUST_07878,2022-01-24,2022-02-14,Housewares,12.07,2,24.15,43.86,68.01,credit_card,3,21,delivered,2022,1,Q1,2022-01
ORD_000172,CUST_04952,2022-01-24,2022-02-28,Electronics,441.02,1,441.02,36.1,477.12,credit_card,4,35,delivered,2022,1,Q1,2022-01
ORD_000173,CUST_00500,2022-01-24,2022-02-17,Computers,1375.79,1,1375.79,38.29,1414.08,boleto,5,24,delivered,2022,1,Q1,2022-01
ORD_000174,CUST_03413,2022-01-24,2022-01-27,Housewares,69.82,1,69.82,31.79,101.61,credit_card,4,3,delivered,2022,1,Q1,2022-01
